Location,Date,Morning Forecast,Afternoon Forecast,Night Forecast,Summary Forecast,Summary When,Min Temperature (°C),Max Temperature (°C),Energy Output
Manjung,2024-07-07,Hujan di beberapa tempat,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Pagi dan Petang,26,33,56.5
Manjung,2024-07-06,Hujan di beberapa tempat,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Pagi dan Petang,26,33,56.5
Manjung,2024-07-05,Hujan di beberapa tempat,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Pagi dan Petang,26,33,56.5
Manjung,2024-07-04,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,26,33,56.5
Manjung,2024-07-03,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,26,33,56.5
Manjung,2024-07-02,Hujan di beberapa tempat,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Pagi dan Petang,26,33,56.5
Machang,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Machang,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Machang,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Machang,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Machang,2024-07-04,Ribut petir di beberapa tempat,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Pagi,24,34,87.0
Machang,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Machang,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Pasir Puteh,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Pasir Puteh,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Pasir Puteh,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Pasir Puteh,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Pasir Puteh,2024-07-04,Ribut petir di beberapa tempat,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Pagi,24,34,87.0
Pasir Puteh,2024-07-03,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Pasir Puteh,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Kinta,2024-07-08,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,25,34,37.0
Kinta,2024-07-07,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,25,34,37.0
Kinta,2024-07-06,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,25,34,37.0
Kinta,2024-07-05,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,25,34,37.0
Kinta,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,25,34,37.0
Kinta,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,25,34,37.0
Kinta,2024-07-02,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,25,34,37.0
Perak Tengah,2024-07-08,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,26,34,37.0
Perak Tengah,2024-07-07,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,26,34,37.0
Perak Tengah,2024-07-06,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,26,34,37.0
Perak Tengah,2024-07-05,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,26,34,37.0
Perak Tengah,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,26,34,37.0
Perak Tengah,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,26,34,37.0
Perak Tengah,2024-07-02,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,26,34,37.0
Kuala Krai,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Kuala Krai,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Kuala Krai,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Kuala Krai,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Kuala Krai,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Kuala Krai,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Kuala Krai,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Kampar,2024-07-08,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,34,37.0
Kampar,2024-07-07,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,34,37.0
Kampar,2024-07-06,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,34,37.0
Kampar,2024-07-05,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,34,37.0
Kampar,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Kampar,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Kampar,2024-07-02,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,34,37.0
Bagan Datuk,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,34,37.0
Bagan Datuk,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,34,37.0
Bagan Datuk,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,34,37.0
Bagan Datuk,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,34,37.0
Bagan Datuk,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,34,37.0
Bagan Datuk,2024-07-03,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,34,37.0
Bagan Datuk,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,26,34,37.0
Besut,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Besut,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Besut,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Besut,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Besut,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Besut,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Besut,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Tanah Tinggi Cameron,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,17,24,32.0
Tanah Tinggi Cameron,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,17,24,32.0
Tanah Tinggi Cameron,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,17,24,32.0
Tanah Tinggi Cameron,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,17,24,32.0
Tanah Tinggi Cameron,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,17,24,32.0
Tanah Tinggi Cameron,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,17,24,32.0
Tanah Tinggi Cameron,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,17,24,32.0
Gua Musang,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Gua Musang,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Gua Musang,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Gua Musang,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Gua Musang,2024-07-04,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Gua Musang,2024-07-03,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,34,87.0
Gua Musang,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Hilir Perak,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Hilir Perak,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Hilir Perak,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Hilir Perak,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Hilir Perak,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Hilir Perak,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,25,34,37.0
Hilir Perak,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,25,34,37.0
Batang Padang,2024-07-08,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,34,37.0
Batang Padang,2024-07-07,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,34,37.0
Batang Padang,2024-07-06,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,34,37.0
Batang Padang,2024-07-05,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,34,37.0
Batang Padang,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Batang Padang,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Batang Padang,2024-07-02,Tiada hujan,Hujan di beberapa tempat,Tiada hujan,Hujan di beberapa tempat,Petang,24,34,37.0
Setiu,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Setiu,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Setiu,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Setiu,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Setiu,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Setiu,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Setiu,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Sabak Bernam,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Sabak Bernam,2024-07-07,Ribut petir di beberapa tempat,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Pagi,24,33,86.5
Sabak Bernam,2024-07-06,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,33,86.5
Sabak Bernam,2024-07-05,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,33,86.5
Sabak Bernam,2024-07-04,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,33,86.5
Sabak Bernam,2024-07-03,Ribut petir di beberapa tempat,Ribut petir di kebanyakan tempat,Ribut petir di beberapa tempat,Ribut petir di kebanyakan tempat,Sepanjang Hari,24,33,86.5
Sabak Bernam,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,33,36.5
Lipis,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Lipis,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Lipis,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Lipis,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Lipis,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Lipis,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Lipis,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Muallim,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Muallim,2024-07-07,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Muallim,2024-07-06,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Muallim,2024-07-05,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Muallim,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Muallim,2024-07-03,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Muallim,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Kuala Nerus,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Kuala Nerus,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Kuala Nerus,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Kuala Nerus,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Kuala Nerus,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Kuala Nerus,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Kuala Nerus,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Hulu Terengganu,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Hulu Terengganu,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Hulu Terengganu,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Hulu Terengganu,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Hulu Terengganu,2024-07-04,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Hulu Terengganu,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Hulu Terengganu,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Kuala Terengganu,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Kuala Terengganu,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Kuala Terengganu,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Kuala Terengganu,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Kuala Terengganu,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Kuala Terengganu,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Kuala Terengganu,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Kuala Selangor,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,33,36.5
Kuala Selangor,2024-07-07,Ribut petir di beberapa tempat,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Pagi,24,33,86.5
Kuala Selangor,2024-07-06,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,33,86.5
Kuala Selangor,2024-07-05,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,33,86.5
Kuala Selangor,2024-07-04,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,33,86.5
Kuala Selangor,2024-07-03,Ribut petir di beberapa tempat,Ribut petir di kebanyakan tempat,Ribut petir di beberapa tempat,Ribut petir di kebanyakan tempat,Sepanjang Hari,24,32,86.0
Kuala Selangor,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,32,36.0
Raub,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Raub,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Raub,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Raub,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Raub,2024-07-04,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Raub,2024-07-03,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Raub,2024-07-02,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Hulu Selangor,2024-07-08,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,36.5
Hulu Selangor,2024-07-07,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,36.5
Hulu Selangor,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,36.5
Hulu Selangor,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,36.5
Hulu Selangor,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,23,33,36.5
Hulu Selangor,2024-07-03,Tiada hujan,Ribut petir di kebanyakan tempat,Ribut petir di beberapa tempat,Ribut petir di kebanyakan tempat,Petang dan Malam,23,33,36.5
Hulu Selangor,2024-07-02,Tiada hujan,Ribut petir di kebanyakan tempat,Tiada hujan,Ribut petir di kebanyakan tempat,Petang,23,33,36.5
Marang,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Marang,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Marang,2024-07-06,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Marang,2024-07-05,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Marang,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Marang,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Petang,24,34,37.0
Marang,2024-07-02,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Jerantut,2024-07-08,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Jerantut,2024-07-07,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Malam,24,34,37.0
Jerantut,2024-07-06,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Jerantut,2024-07-05,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Jerantut,2024-07-04,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Jerantut,2024-07-03,Tiada hujan,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,37.0
Jerantut,2024-07-02,Hujan di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Petang dan Malam,24,34,57.0
Klang,2024-07-08,Tiada hujan,Tiada hujan,Tiada hujan,Tiada hujan,Sepanjang Hari,24,34,37.0
Klang,2024-07-07,Ribut petir di beberapa tempat,Tiada hujan,Tiada hujan,Ribut petir di beberapa tempat,Pagi,24,34,87.0
Klang,2024-07-06,Ribut petir di beberapa tempat,Ribut petir di beberapa tempat,Tiada hujan,Ribut petir di beberapa tempat,Pagi dan Petang,24,34,87.0
